group,species,individual,number,trait,measure
Euglossini,Eulaema cingulata,J-1915,5772,wingWidth,5.57
Euglossini,Eulaema flavescens,M-0796,3542,intertegularDistance,6
Euglossini,Eulaema flavescens,M-1152,4566,intertegularDistance,5.5
Euglossini,Eulaema flavescens,M-1693,4570,intertegularDistance,6
Euglossini,Eulaema flavescens,M-0796,3543,proboscisLength,23.1
Euglossini,Eulaema flavescens,M-1152,4567,proboscisLength,12.5
Euglossini,Eulaema flavescens,M-1693,4571,proboscisLength,13.4
Euglossini,Eulaema flavescens,M-0796,3541,wingLength,21.1
Euglossini,Eulaema flavescens,M-1152,4565,wingLength,18.8
Euglossini,Eulaema flavescens,M-1693,4569,wingLength,19
Euglossini,Eulaema leucopyga,M-0797,3546,intertegularDistance,5.9
Euglossini,Eulaema leucopyga,M-1454,3730,intertegularDistance,5.9
Euglossini,Eulaema leucopyga,M-0797,3547,proboscisLength,32.3
Euglossini,Eulaema leucopyga,M-1454,3731,proboscisLength,31.9
Euglossini,Eulaema leucopyga,M-0797,3545,wingLength,19.9
Euglossini,Eulaema leucopyga,M-1454,3729,wingLength,20.8
Euglossini,Eulaema meriana,B1095,125,intertegularDistance,7.2
Euglossini,Eulaema meriana,B1096,121,intertegularDistance,6.7
Euglossini,Eulaema meriana,B1097,129,intertegularDistance,7
Euglossini,Eulaema meriana,B1145,445,intertegularDistance,6.5
Euglossini,Eulaema meriana,B1146,449,intertegularDistance,6.2
Euglossini,Eulaema meriana,B1147,453,intertegularDistance,6.4
Euglossini,Eulaema meriana,B1148,425,intertegularDistance,5.9
Euglossini,Eulaema meriana,B1149,429,intertegularDistance,6
Euglossini,Eulaema meriana,B1150,433,intertegularDistance,5.9
Euglossini,Eulaema meriana,B1151,437,intertegularDistance,5.9
Euglossini,Eulaema meriana,B1152,441,intertegularDistance,5.5
Euglossini,Eulaema meriana,M-0003,2858,intertegularDistance,6.4
Euglossini,Eulaema meriana,M-0004,2862,intertegularDistance,6
Euglossini,Eulaema meriana,M-0005,2866,intertegularDistance,6.2
Euglossini,Eulaema meriana,M-0006,2870,intertegularDistance,5.8
Euglossini,Eulaema meriana,M-0007,2874,intertegularDistance,6.1
Euglossini,Eulaema meriana,M-0008,2878,intertegularDistance,6.7
Euglossini,Eulaema meriana,M-0009,2882,intertegularDistance,5.7
Euglossini,Eulaema meriana,M-0010,2886,intertegularDistance,6.5
Euglossini,Eulaema meriana,M-0011,2890,intertegularDistance,5.9
Euglossini,Eulaema meriana,M-0012,2894,intertegularDistance,5.8
Euglossini,Eulaema meriana,M-0013,2898,intertegularDistance,6.5
Euglossini,Eulaema meriana,M-0014,2902,intertegularDistance,6.3
Euglossini,Eulaema meriana,M-0083,3046,intertegularDistance,7.2
Euglossini,Eulaema meriana,M-0126,3170,intertegularDistance,5.9
Euglossini,Eulaema meriana,M-0149,3214,intertegularDistance,5.5
Euglossini,Eulaema meriana,M-0449,3354,intertegularDistance,6.3
Euglossini,Eulaema meriana,M-0574,3422,intertegularDistance,5.3
Euglossini,Eulaema meriana,M-0575,3426,intertegularDistance,6.1
Euglossini,Eulaema meriana,M-0576,3430,intertegularDistance,6
Euglossini,Eulaema meriana,M-0713,3498,intertegularDistance,5.9
Euglossini,Eulaema meriana,M-1432,3714,intertegularDistance,6
Euglossini,Eulaema meriana,M-1433,3718,intertegularDistance,6
Euglossini,Eulaema meriana,M-1434,3722,intertegularDistance,6.1
Euglossini,Eulaema meriana,M-1445,3726,intertegularDistance,6.3
Euglossini,Eulaema meriana,M-2079,3954,intertegularDistance,6.1
Euglossini,Eulaema meriana,B1095,123,proboscisLength,24
Euglossini,Eulaema meriana,B1096,119,proboscisLength,21
Euglossini,Eulaema meriana,B1097,127,proboscisLength,21.2
Euglossini,Eulaema meriana,B1145,443,proboscisLength,23.4
Euglossini,Eulaema meriana,B1146,447,proboscisLength,23.9
Euglossini,Eulaema meriana,B1147,451,proboscisLength,23.3
Euglossini,Eulaema meriana,B1148,423,proboscisLength,25.3
Euglossini,Eulaema meriana,B1149,427,proboscisLength,24.6
Euglossini,Eulaema meriana,B1150,431,proboscisLength,24.3
Euglossini,Eulaema meriana,B1151,435,proboscisLength,22.2
Euglossini,Eulaema meriana,B1152,439,proboscisLength,21.5
Euglossini,Eulaema meriana,M-0003,2859,proboscisLength,27.6
Euglossini,Eulaema meriana,M-0004,2863,proboscisLength,22.2
Euglossini,Eulaema meriana,M-0005,2867,proboscisLength,21.8
Euglossini,Eulaema meriana,M-0006,2871,proboscisLength,21.5
Euglossini,Eulaema meriana,M-0007,2875,proboscisLength,22.3
Euglossini,Eulaema meriana,M-0008,2879,proboscisLength,22.1
Euglossini,Eulaema meriana,M-0009,2883,proboscisLength,21.7
Euglossini,Eulaema meriana,M-0010,2887,proboscisLength,22.5
Euglossini,Eulaema meriana,M-0011,2891,proboscisLength,22.3
Euglossini,Eulaema meriana,M-0012,2895,proboscisLength,21
Euglossini,Eulaema meriana,M-0013,2899,proboscisLength,22.6
Euglossini,Eulaema meriana,M-0014,2903,proboscisLength,22.7
Euglossini,Eulaema meriana,M-0083,3047,proboscisLength,23.9
Euglossini,Eulaema meriana,M-0126,3171,proboscisLength,21
Euglossini,Eulaema meriana,M-0149,3215,proboscisLength,20.7
Euglossini,Eulaema meriana,M-0449,3355,proboscisLength,22.5
Euglossini,Eulaema meriana,M-0574,3423,proboscisLength,20.5
Euglossini,Eulaema meriana,M-0575,3427,proboscisLength,21.8
Euglossini,Eulaema meriana,M-0576,3431,proboscisLength,22.2
Euglossini,Eulaema meriana,M-0713,3499,proboscisLength,22.2
Euglossini,Eulaema meriana,M-1432,3715,proboscisLength,19.9
Euglossini,Eulaema meriana,M-1433,3719,proboscisLength,22.1
Euglossini,Eulaema meriana,M-1434,3723,proboscisLength,22.4
Euglossini,Eulaema meriana,M-1445,3727,proboscisLength,23.1
Euglossini,Eulaema meriana,M-2079,3955,proboscisLength,22.6
Euglossini,Eulaema meriana,B1095,124,wingLength,21
Euglossini,Eulaema meriana,B1096,120,wingLength,21
Euglossini,Eulaema meriana,B1097,128,wingLength,20
Euglossini,Eulaema meriana,B1145,444,wingLength,21.1
Euglossini,Eulaema meriana,B1146,448,wingLength,21
Euglossini,Eulaema meriana,B1147,452,wingLength,21.3
Euglossini,Eulaema meriana,B1148,424,wingLength,19.4
Euglossini,Eulaema meriana,B1149,428,wingLength,21.5
Euglossini,Eulaema meriana,B1150,432,wingLength,21.7
Euglossini,Eulaema meriana,B1151,436,wingLength,21.4
Euglossini,Eulaema meriana,B1152,440,wingLength,19.3
Euglossini,Eulaema meriana,M-0003,2857,wingLength,20.1
Euglossini,Eulaema meriana,M-0004,2861,wingLength,22.3
Euglossini,Eulaema meriana,M-0005,2865,wingLength,21.8
Euglossini,Eulaema meriana,M-0006,2869,wingLength,21.8
Euglossini,Eulaema meriana,M-0007,2873,wingLength,22.1
Euglossini,Eulaema meriana,M-0008,2877,wingLength,22.2
Euglossini,Eulaema meriana,M-0009,2881,wingLength,22.3
Euglossini,Eulaema meriana,M-0010,2885,wingLength,22.8
Euglossini,Eulaema meriana,M-0011,2889,wingLength,21.1
Euglossini,Eulaema meriana,M-0012,2893,wingLength,21.7
Euglossini,Eulaema meriana,M-0013,2897,wingLength,21.6
Euglossini,Eulaema meriana,M-0014,2901,wingLength,21
Euglossini,Eulaema meriana,M-0083,3045,wingLength,23.3
Euglossini,Eulaema meriana,M-0126,3169,wingLength,19.4
Euglossini,Eulaema meriana,M-0149,3213,wingLength,19.4
Euglossini,Eulaema meriana,M-0449,3353,wingLength,20.7
Euglossini,Eulaema meriana,M-0574,3421,wingLength,19.8
Euglossini,Eulaema meriana,M-0575,3425,wingLength,20.9
Euglossini,Eulaema meriana,M-0576,3429,wingLength,21
Euglossini,Eulaema meriana,M-0713,3497,wingLength,22
Euglossini,Eulaema meriana,M-1432,3713,wingLength,19.4
Euglossini,Eulaema meriana,M-1433,3717,wingLength,21.4
Euglossini,Eulaema meriana,M-1434,3721,wingLength,20.2
Euglossini,Eulaema meriana,M-1445,3725,wingLength,21.1
Euglossini,Eulaema meriana,M-2079,3953,wingLength,21.7
Euglossini,Eulaema meriana,J-0135,5527,wingWidth,6.79
Euglossini,Eulaema meriana,J-0139,5531,wingWidth,6.9
Euglossini,Eulaema meriana,J-0208,5418,wingWidth,6.99
Euglossini,Eulaema meriana,J-0331,5342,wingWidth,6.83
Euglossini,Eulaema meriana,J-0332,5338,wingWidth,6.65
Euglossini,Eulaema meriana,J-0333,5346,wingWidth,6.69
Euglossini,Eulaema meriana,J-0989,5334,wingWidth,6.55
Euglossini,Eulaema meriana,J-1028,5298,wingWidth,6.74
Euglossini,Eulaema meriana,J-1307,5314,wingWidth,6.16
Euglossini,Eulaema meriana,J-1308,5318,wingWidth,6.51
Euglossini,Eulaema meriana,J-1309,5322,wingWidth,6.74
Euglossini,Eulaema sororia,J-0416,5999,intertegularDistance,6.04
Euglossini,Eulaema sororia,J-0416,6002,proboscisLength,31.91
Euglossini,Eulaema sororia,J-0416,6000,wingLength,21.11
Euglossini,Eulaema sororia,J-0416,6001,wingWidth,6.93
Euglossini,Exaerete smaragdina,M-0038,2970,intertegularDistance,4.6
Euglossini,Exaerete smaragdina,M-0081,3038,intertegularDistance,4.6
Euglossini,Exaerete smaragdina,M-0189,3230,intertegularDistance,4.4
Euglossini,Exaerete smaragdina,M-0206,3238,intertegularDistance,4.4
Euglossini,Exaerete smaragdina,M-0234,3242,intertegularDistance,4.5
Euglossini,Exaerete smaragdina,M-0235,3246,intertegularDistance,4.3
Euglossini,Exaerete smaragdina,M-0236,3250,intertegularDistance,4.3
Euglossini,Exaerete smaragdina,M-0237,3254,intertegularDistance,4.1
Euglossini,Exaerete smaragdina,M-0238,3258,intertegularDistance,4.5
Euglossini,Exaerete smaragdina,M-0239,3262,intertegularDistance,4.1
Euglossini,Exaerete smaragdina,M-0240,3266,intertegularDistance,4.1
Euglossini,Exaerete smaragdina,M-0241,3270,intertegularDistance,4.6
Euglossini,Exaerete smaragdina,M-0358,3338,intertegularDistance,4.6
Euglossini,Exaerete smaragdina,M-0434,3350,intertegularDistance,3.7
Euglossini,Exaerete smaragdina,M-0450,3358,intertegularDistance,4.5
Euglossini,Exaerete smaragdina,M-0451,3362,intertegularDistance,4.5
Euglossini,Exaerete smaragdina,M-0499,3378,intertegularDistance,4.1
Euglossini,Exaerete smaragdina,M-0500,3382,intertegularDistance,3.9
Euglossini,Exaerete smaragdina,M-0501,3386,intertegularDistance,4.2
Euglossini,Exaerete smaragdina,M-0646,3474,intertegularDistance,4.3
Euglossini,Exaerete smaragdina,M-0647,3478,intertegularDistance,4.5
Euglossini,Exaerete smaragdina,M-0684,3482,intertegularDistance,4.3
Euglossini,Exaerete smaragdina,M-0685,3486,intertegularDistance,4.2
Euglossini,Exaerete smaragdina,M-0686,3490,intertegularDistance,4.4
Euglossini,Exaerete smaragdina,M-0981,3602,intertegularDistance,4.6
Euglossini,Exaerete smaragdina,M-1155,3638,intertegularDistance,4.4
Euglossini,Exaerete smaragdina,M-1295,3658,intertegularDistance,4.7
Euglossini,Exaerete smaragdina,M-1297,3662,intertegularDistance,4.5
Euglossini,Exaerete smaragdina,M-1426,3690,intertegularDistance,4
Euglossini,Exaerete smaragdina,M-1427,3694,intertegularDistance,4.6
Euglossini,Exaerete smaragdina,M-1428,3698,intertegularDistance,4.3
Euglossini,Exaerete smaragdina,M-1429,3702,intertegularDistance,4.6
Euglossini,Exaerete smaragdina,M-1430,3706,intertegularDistance,4.4
Euglossini,Exaerete smaragdina,M-1431,3710,intertegularDistance,4.3
Euglossini,Exaerete smaragdina,M-1461,3734,intertegularDistance,4.5
Euglossini,Exaerete smaragdina,M-1879,3922,intertegularDistance,4.4
Euglossini,Exaerete smaragdina,M-0038,2971,proboscisLength,20.3
Euglossini,Exaerete smaragdina,M-0081,3039,proboscisLength,20.3
Euglossini,Exaerete smaragdina,M-0189,3231,proboscisLength,20.7
Euglossini,Exaerete smaragdina,M-0206,3239,proboscisLength,18.6
Euglossini,Exaerete smaragdina,M-0234,3243,proboscisLength,19.9
Euglossini,Exaerete smaragdina,M-0235,3247,proboscisLength,20
Euglossini,Exaerete smaragdina,M-0236,3251,proboscisLength,20
Euglossini,Exaerete smaragdina,M-0237,3255,proboscisLength,19.4
Euglossini,Exaerete smaragdina,M-0238,3259,proboscisLength,20.3
Euglossini,Exaerete smaragdina,M-0239,3263,proboscisLength,19.5
Euglossini,Exaerete smaragdina,M-0240,3267,proboscisLength,19
Euglossini,Exaerete smaragdina,M-0241,3271,proboscisLength,21.1
Euglossini,Exaerete smaragdina,M-0358,3339,proboscisLength,19.9
Euglossini,Exaerete smaragdina,M-0434,3351,proboscisLength,19.2
Euglossini,Exaerete smaragdina,M-0450,3359,proboscisLength,21.4
Euglossini,Exaerete smaragdina,M-0451,3363,proboscisLength,20.7
Euglossini,Exaerete smaragdina,M-0499,3379,proboscisLength,18.5
Euglossini,Exaerete smaragdina,M-0500,3383,proboscisLength,18.7
Euglossini,Exaerete smaragdina,M-0501,3387,proboscisLength,18.7
Euglossini,Exaerete smaragdina,M-0646,3475,proboscisLength,20.2
Euglossini,Exaerete smaragdina,M-0647,3479,proboscisLength,21.3
Euglossini,Exaerete smaragdina,M-0684,3483,proboscisLength,19.8
Euglossini,Exaerete smaragdina,M-0685,3487,proboscisLength,19.9
Euglossini,Exaerete smaragdina,M-0686,3491,proboscisLength,19.8
Euglossini,Exaerete smaragdina,M-0981,3603,proboscisLength,18.2
Euglossini,Exaerete smaragdina,M-1155,3639,proboscisLength,20.7
Euglossini,Exaerete smaragdina,M-1295,3659,proboscisLength,21.2
Euglossini,Exaerete smaragdina,M-1297,3663,proboscisLength,18.9
Euglossini,Exaerete smaragdina,M-1426,3691,proboscisLength,19.2
Euglossini,Exaerete smaragdina,M-1427,3695,proboscisLength,21.5
Euglossini,Exaerete smaragdina,M-1428,3699,proboscisLength,20
Euglossini,Exaerete smaragdina,M-1429,3703,proboscisLength,20.2
Euglossini,Exaerete smaragdina,M-1430,3707,proboscisLength,20.7
Euglossini,Exaerete smaragdina,M-1431,3711,proboscisLength,20.6
Euglossini,Exaerete smaragdina,M-1461,3735,proboscisLength,19.6
Euglossini,Exaerete smaragdina,M-1879,3923,proboscisLength,19.8
Euglossini,Exaerete smaragdina,M-0038,2969,wingLength,18.8
Euglossini,Exaerete smaragdina,M-0081,3037,wingLength,17.5
Euglossini,Exaerete smaragdina,M-0189,3229,wingLength,17.7
Euglossini,Exaerete smaragdina,M-0206,3237,wingLength,16.2
Euglossini,Exaerete smaragdina,M-0234,3241,wingLength,16.6
Euglossini,Exaerete smaragdina,M-0235,3245,wingLength,17
Euglossini,Exaerete smaragdina,M-0236,3249,wingLength,17.4
Euglossini,Exaerete smaragdina,M-0237,3253,wingLength,17.2
Euglossini,Exaerete smaragdina,M-0238,3257,wingLength,17.3
Euglossini,Exaerete smaragdina,M-0239,3261,wingLength,17.4
Euglossini,Exaerete smaragdina,M-0240,3265,wingLength,16.2
Euglossini,Exaerete smaragdina,M-0241,3269,wingLength,17
Euglossini,Exaerete smaragdina,M-0358,3337,wingLength,17.1
Euglossini,Exaerete smaragdina,M-0434,3349,wingLength,15.8
Euglossini,Exaerete smaragdina,M-0450,3357,wingLength,17.7
Euglossini,Exaerete smaragdina,M-0451,3361,wingLength,17.9
Euglossini,Exaerete smaragdina,M-0499,3377,wingLength,16.8
Euglossini,Exaerete smaragdina,M-0500,3381,wingLength,15.8
Euglossini,Exaerete smaragdina,M-0501,3385,wingLength,17.1
Euglossini,Exaerete smaragdina,M-0646,3473,wingLength,16.6
Euglossini,Exaerete smaragdina,M-0647,3477,wingLength,18.6
Euglossini,Exaerete smaragdina,M-0684,3481,wingLength,16.9
Euglossini,Exaerete smaragdina,M-0685,3485,wingLength,16.7
Euglossini,Exaerete smaragdina,M-0686,3489,wingLength,17.1
Euglossini,Exaerete smaragdina,M-0981,3601,wingLength,16.8
Euglossini,Exaerete smaragdina,M-1155,3637,wingLength,17.2
Euglossini,Exaerete smaragdina,M-1295,3657,wingLength,18.2
Euglossini,Exaerete smaragdina,M-1297,3661,wingLength,16.9
Euglossini,Exaerete smaragdina,M-1426,3689,wingLength,16.5
Euglossini,Exaerete smaragdina,M-1427,3693,wingLength,18.8
Euglossini,Exaerete smaragdina,M-1428,3697,wingLength,17.1
Euglossini,Exaerete smaragdina,M-1429,3701,wingLength,17.5
Euglossini,Exaerete smaragdina,M-1430,3705,wingLength,17.9
Euglossini,Exaerete smaragdina,M-1431,3709,wingLength,17.2
Euglossini,Exaerete smaragdina,M-1461,3733,wingLength,16.3
Euglossini,Exaerete smaragdina,M-1879,3921,wingLength,17
Euglossini,Exaerete smaragdina,J-0132,5595,wingWidth,5.39
Euglossini,Exaerete smaragdina,J-0133,5539,wingWidth,5.69
Euglossini,Exaerete smaragdina,J-0134,5479,wingWidth,5.37
Euglossini,Exaerete smaragdina,J-0255,5406,wingWidth,5.75
Euglossini,Exaerete smaragdina,J-0256,5410,wingWidth,5.27
Euglossini,Exaerete smaragdina,J-1424,5692,wingWidth,5.42
Euglossini,Exaerete smaragdina,J-1888,5776,wingWidth,5.32
Euglossini,Exaerete smaragdina,J-1889,5780,wingWidth,5.7
Euglossini,Exaerete smaragdina,J-1890,5784,wingWidth,5.01
Euglossini,Exaerete smaragdina,J-1891,5788,wingWidth,5.66
Halictidae,Hylaeus sp,K-0925,4731,intertegularDistance,1.02
Halictidae,Hylaeus sp,K-0925,4729,wingLength,3.73
Halictidae,Hylaeus sp,K-0925,4730,wingWidth,1.33
Megachilidae,Hypanthidioides sp,B1403,4630,intertegularDistance,1.75
Megachilidae,Hypanthidioides sp,B1403,4631,proboscisLength,5.09
Megachilidae,Hypanthidioides sp,B1403,4628,wingLength,4.97
Megachilidae,Hypanthidioides sp,B1403,4629,wingWidth,1.58
Megachilidae,Megachile cf amparo,B9736,4595,intertegularDistance,3.84
Megachilidae,Megachile cf amparo,B9736,4596,proboscisLength,5.74
Megachilidae,Megachile cf amparo,B9736,4593,wingLength,8.93
Megachilidae,Megachile cf amparo,B9736,4594,wingWidth,2.79
Megachilidae,Megachile sp1,K-0631,4706,intertegularDistance,2.92
Megachilidae,Megachile sp1,K-0631,4707,proboscisLength,5.26
Megachilidae,Megachile sp1,K-0631,4704,wingLength,7.59
Megachilidae,Megachile sp1,K-0631,4705,wingWidth,2.8
Megachilidae,Megachile sp2,K-1697,4711,intertegularDistance,2.99
Megachilidae,Megachile sp2,K-1697,4712,proboscisLength,4.13
Megachilidae,Megachile sp2,K-1697,4709,wingLength,7.21
Megachilidae,Megachile sp2,K-1697,4710,wingWidth,2.39
Halictidae (Megalopta),Megalopta amoena,B0036,4978,intertegularDistance,2.31
Halictidae (Megalopta),Megalopta amoena,B0037,4983,intertegularDistance,2.3
Halictidae (Megalopta),Megalopta amoena,B0038,4988,intertegularDistance,2.38
Halictidae (Megalopta),Megalopta amoena,B0542,4675,intertegularDistance,2.48
Halictidae (Megalopta),Megalopta amoena,B0543,4680,intertegularDistance,2.38
Halictidae (Megalopta),Megalopta amoena,B9914,4685,intertegularDistance,1.86
Halictidae (Megalopta),Megalopta amoena,B0036,4979,proboscisLength,5.3
Halictidae (Megalopta),Megalopta amoena,B0037,4984,proboscisLength,4.32
Halictidae (Megalopta),Megalopta amoena,B0038,4989,proboscisLength,6.89
Halictidae (Megalopta),Megalopta amoena,B0542,4676,proboscisLength,7.42
Halictidae (Megalopta),Megalopta amoena,B0543,4681,proboscisLength,8.79
Halictidae (Megalopta),Megalopta amoena,B9914,4686,proboscisLength,4.71
Halictidae (Megalopta),Megalopta amoena,B0036,4981,wingLength,8.92
Halictidae (Megalopta),Megalopta amoena,B0037,4986,wingLength,8.14
Halictidae (Megalopta),Megalopta amoena,B0038,4991,wingLength,8.59
Halictidae (Megalopta),Megalopta amoena,B0542,4673,wingLength,9.13
Halictidae (Megalopta),Megalopta amoena,B0543,4678,wingLength,8.81
Halictidae (Megalopta),Megalopta amoena,B9914,4683,wingLength,7.1
Halictidae (Megalopta),Megalopta amoena,B0036,4982,wingWidth,2.96
Halictidae (Megalopta),Megalopta amoena,B0037,4987,wingWidth,2.82
Halictidae (Megalopta),Megalopta amoena,B0038,4992,wingWidth,2.8
Halictidae (Megalopta),Megalopta amoena,B0542,4674,wingWidth,2.97
Halictidae (Megalopta),Megalopta amoena,B0543,4679,wingWidth,3.01
Halictidae (Megalopta),Megalopta amoena,B9914,4684,wingWidth,2.49
Halictidae (Megalopta),Megalopta genalis gr,A-0573,4670,intertegularDistance,2.24
Halictidae (Megalopta),Megalopta genalis gr,B0001,5003,intertegularDistance,2.68
Halictidae (Megalopta),Megalopta genalis gr,B0138,5008,intertegularDistance,2.73
Halictidae (Megalopta),Megalopta genalis gr,B0145,5048,intertegularDistance,2.84
Halictidae (Megalopta),Megalopta genalis gr,B0164,5033,intertegularDistance,2.95
Halictidae (Megalopta),Megalopta genalis gr,B0170,5013,intertegularDistance,3.04
Halictidae (Megalopta),Megalopta genalis gr,B0171,5018,intertegularDistance,2.9
Halictidae (Megalopta),Megalopta genalis gr,B0245,5043,intertegularDistance,2.22
Halictidae (Megalopta),Megalopta genalis gr,B0248,5053,intertegularDistance,2.45
Halictidae (Megalopta),Megalopta genalis gr,B0279,5038,intertegularDistance,3.19
Halictidae (Megalopta),Megalopta genalis gr,B0472,5023,intertegularDistance,2.99
Halictidae (Megalopta),Megalopta genalis gr,B0629,4650,intertegularDistance,3.02
Halictidae (Megalopta),Megalopta genalis gr,B0640,5063,intertegularDistance,2.72
Halictidae (Megalopta),Megalopta genalis gr,B0743,5028,intertegularDistance,2.93
Halictidae (Megalopta),Megalopta genalis gr,B0926,4690,intertegularDistance,2.98
Halictidae (Megalopta),Megalopta genalis gr,B0927,4645,intertegularDistance,3.47
Halictidae (Megalopta),Megalopta genalis gr,B0928,4640,intertegularDistance,3.29
Halictidae (Megalopta),Megalopta genalis gr,B0929,4695,intertegularDistance,3.29
Halictidae (Megalopta),Megalopta genalis gr,B0932,5058,intertegularDistance,3.01
Halictidae (Megalopta),Megalopta genalis gr,B0964,4993,intertegularDistance,2.49
Halictidae (Megalopta),Megalopta genalis gr,B0965,4998,intertegularDistance,2.45
